ID	time	survival
1	0	1
2	1.396508728	1
3	1.396608728	0.991718427
4	2.194513716	0.991718427
5	2.194613716	0.985507246
6	2.793017456	0.985507246
7	2.793117456	0.971014493
8	2.992518703	0.971014493
9	3.740648379	0.971014493
10	3.740748379	0.964803313
11	4.189526185	0.964803313
12	4.189626185	0.950310559
13	4.488778055	0.950310559
14	4.488878055	0.944099379
15	4.887780549	0.944099379
16	4.887880549	0.935817805
17	5.336658354	0.935817805
18	5.336758354	0.929606625
19	6.034912718	0.929606625
20	6.334164589	0.929606625
21	6.334264589	0.923395445
22	6.832917706	0.923395445
23	6.833017706	0.902691511
24	7.331670823	0.902691511
25	7.331770823	0.894409938
26	7.980049875	0.894409938
27	7.980149875	0.879917184
28	8.927680798	0.879917184
29	8.927780798	0.871635611
30	9.027431421	0.871635611
31	9.57605985	0.871635611
32	9.57615985	0.863354037
33	10.27431421	0.863354037
34	10.27441421	0.855072464
35	10.47381546	0.855072464
36	10.47391546	0.832298137
37	10.77306733	0.832298137
38	10.77316733	0.826086957
39	12.01995012	0.824016563
40	12.86783042	0.824016563
41	12.86793042	0.817805383
42	13.21695761	0.817805383
43	13.21705761	0.80952381
44	14.01496259	0.80952381
45	14.01506259	0.801242236
46	15.01246883	0.801242236
47	15.01256883	0.788819876
48	15.3117207	0.788819876
49	15.3118207	0.776397516
50	16.159601	0.776397516
51	16.159701	0.768115942
52	17.0074813	0.768115942
53	17.0075813	0.759834369
54	17.35660848	0.759834369
55	17.35670848	0.751552795
56	18.00498753	0.751552795
57	18.3042394	0.751552795
58	18.3043394	0.743271222
59	18.45386534	0.743271222
60	18.45396534	0.737060041
61	18.55361596	0.737060041
62	18.55371596	0.712215321
63	19.80049875	0.712215321
64	19.80059875	0.703933747
65	20.39900249	0.703933747
66	20.39910249	0.695652174
67	20.99750623	0.695652174
68	21.49625935	0.695652174
69	21.49635935	0.677018634
70	22.24438903	0.677018634
71	22.24448903	0.670807453
72	22.9925187	0.670807453
73	22.9926187	0.660455487
74	23.69077307	0.660455487
75	23.69087307	0.654244306
76	24.03990025	0.654244306
77	24.53865337	0.654244306
78	24.53875337	0.64389234
79	24.88778055	0.64389234
80	24.88788055	0.635610766
81	27.03241895	0.635610766
82	27.88029925	0.635610766
83	27.88039925	0.625258799
84	29.97506234	0.625258799
85	29.97516234	0.606625259
86	31.17206983	0.606625259
87	31.17216983	0.585921325
88	33.01745636	0.585921325
89	34.71321696	0.585921325
90	34.71331696	0.577639752
91	35.91022444	0.577639752
92	35.91032444	0.563146998
93	36.05985037	0.563146998
94	36.20947631	0.563146998
95	36.20957631	0.554865424
96	39.00249377	0.554865424
97	39.50124688	0.554865424
98	39.50134688	0.548654244
99	40.59850374	0.548654244
100	40.59860374	0.538302277
101	41.99501247	0.538302277
102	41.99511247	0.527950311
103	42.39401496	0.527950311
104	42.39411496	0.519668737
105	45.03740648	0.519668737
106	47.73067332	0.519668737
107	47.73077332	0.507246377
108	48.0798005	0.507246377
109	49.27680798	0.507246377
110	49.27690798	0.49689441
111	51.02244389	0.49689441
112	53.16708229	0.49689441
113	53.16718229	0.49689441
114	54.06483791	0.494824017
115	57.0074813	0.494824017
116	57.4563591	0.494824017
117	57.4564591	0.451345756
118	60	0.451345756
