ID	time	survival
1	0	1
2	0.286998998	0.99588095
3	0.550823863	0.993191568
4	0.666586669	0.981263065
5	0.960587447	0.965700311
6	1.352588484	0.963659837
7	1.729889482	0.963659837
8	2.083444263	0.961106062
9	2.469791439	0.958145041
10	2.861792476	0.954324792
11	3.253793513	0.949100776
12	3.616394473	0.943235039
13	3.950248689	0.936122623
14	4.318227099	0.927610041
15	4.713997376	0.924284195
16	5.105590079	0.921967981
17	5.444853156	0.910525487
18	5.793131	0.902104689
19	6.188901278	0.902104689
20	6.566202276	0.902104689
21	6.943503274	0.897893391
22	7.291404195	0.894559446
23	7.698105271	0.883504787
24	8.075406269	0.881820268
25	8.452707267	0.881820268
26	8.830008265	0.881820268
27	9.207309263	0.881820268
28	9.584610261	0.881820268
29	9.961911259	0.881399138
30	10.33921226	0.87339767
31	10.5983685	0.859944911
32	10.98036011	0.852540944
33	11.31962318	0.850680054
34	11.74061596	0.846525575
35	12.10170923	0.840136896
36	12.46581788	0.837391067
37	12.84311888	0.831539117
38	13.22041988	0.826371503
39	13.59772088	0.824686983
40	13.98931358	0.821727376
41	14.32857666	0.81756017
42	14.74432391	0.816635381
43	15.10692487	0.809045017
44	15.48422587	0.80075277
45	15.86610021	0.795296798
46	16.22453616	0.792453002
47	16.45710117	0.785592095
48	16.79191683	0.785592095
49	17.18867653	0.785592095
50	17.54223131	0.785592095
51	17.9074264	0.777613335
52	18.32351116	0.769183628
53	18.6550787	0.767553699
54	19.04071653	0.764670495
55	19.33073604	0.755862332
56	19.70099327	0.755862332
57	20.00693783	0.755862332
58	20.11902563	0.743528653
59	20.46155015	0.743528653
60	20.84587163	0.743528653
61	21.19821745	0.743528653
62	21.58964202	0.743528653
63	21.98013536	0.742075343
64	22.17274356	0.726402293
65	22.51193335	0.725192714
66	22.87875376	0.725192714
67	23.26520145	0.725192714
68	23.65279248	0.725192714
69	24.02758693	0.725192714
70	24.40224946	0.725192714
71	24.81156388	0.725192714
72	25.1614248	0.725192714
73	25.54329915	0.725192714
74	25.91788472	0.725192714
75	26.30287802	0.725192714
76	26.68534925	0.725192714
77	27.03049391	0.725192714
78	27.39860739	0.725192714
79	27.79795844	0.725192714
80	28.18955115	0.725192714
81	28.52881422	0.725192714
82	28.92986144	0.725192714
83	29.326472	0.725192714
